Price,index,Close,High,Low,Open,Volume,MA_10,MA_30,Daily_Return
Ticker,,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,,,
Date,,,,,,,,,
2024-04-05,1056,1449.3724365234375,1459.9938949751336,1445.3025839763254,1450.1417667351745,7442298,1458.4676879882813,1457.185546875,-0.0019311156675492214
2024-04-08,1057,1475.057373046875,1480.0206375610207,1450.2658910334067,1452.226356281804,8357118,1461.9419677734375,1457.790234375,0.01772141919922743
2024-04-09,1058,1452.896484375,1478.8543827139295,1451.7549092714805,1478.060211901015,7071414,1462.7981323242188,1457.1913330078125,-0.015023746924568426
2024-04-10,1059,1468.7044677734375,1476.0749645358123,1455.5766564963697,1455.5766564963697,9138330,1466.57021484375,1456.7264404296875,0.010880323249758295
2024-04-12,1060,1456.370849609375,1475.5538200544618,1452.3257159957793,1465.0317226594827,15551012,1464.0191162109375,1456.05888671875,-0.008397617379594657
2024-04-15,1061,1454.062744140625,1471.2356878788278,1435.6986653849476,1450.2658952456557,12902062,1461.9320556640625,1455.3698160807292,-0.001584833608396563
2024-04-16,1062,1454.98095703125,1460.3661473678603,1440.2649265731254,1442.6720371000315,9366184,1460.0435302734375,1455.704833984375,0.0006314809277145894
2024-04-18,1063,1453.5665283203125,1475.0823301585979,1448.628103973215,1452.7476380801534,19005692,1457.7976684570312,1455.8214680989583,-0.0009721286757068404
2024-04-19,1064,1459.323974609375,1463.1705049395248,1432.4231028577299,1446.0720814485837,15741778,1457.6512573242187,1455.093526204427,0.003960910062861478
2024-04-22,1065,1468.9774169921875,1471.9305352298081,1457.0160218672338,1461.6317610616636,10350362,1459.3313232421874,1454.1819376627604,0.006615009792733995
2024-04-23,1066,1448.603271484375,1482.5272357774581,1444.8561033979943,1468.1337674689391,14605554,1459.2544067382812,1452.8294474283855,-0.013869611113239366
2024-04-24,1067,1439.5205078125,1457.7605053579202,1438.8504186169605,1452.7475596039474,10462776,1455.7007202148438,1451.0815551757812,-0.006270014606944763
2024-04-25,1068,1449.2484130859375,1457.189636393573,1430.9091747445573,1431.9018276580116,15943926,1455.3359130859376,1450.4545247395833,0.006757739970109977
2024-04-26,1069,1441.8780517578125,1454.236532179651,1439.3467383348082,1453.194198141131,9413848,1452.653271484375,1449.9896321614583,-0.00508564388380528
2024-04-29,1070,1454.2613525390625,1457.1152296530197,1439.3467183436048,1439.3467183436048,7247974,1452.4423217773438,1449.6455118815104,0.008588313530505154
2024-04-30,1071,1456.221923828125,1472.178772035999,1452.1272302795285,1457.214576809603,11474262,1452.6582397460938,1450.7978190104166,0.0013481560832511175
2024-05-02,1072,1455.775146484375,1466.4708844514234,1453.3679147531318,1461.1850562736174,14512646,1452.7376586914063,1451.9583984375,-0.00030680580785069633
2024-05-03,1073,1423.46435546875,1464.1134460205978,1405.7455242326487,1460.1925152681529,17226958,1449.72744140625,1452.48037109375,-0.022194904957440698
2024-05-06,1074,1409.095703125,1429.4202480421582,1407.5818831415143,1424.9533097670264,7394208,1444.7046142578124,1451.8202555338542,-0.010094142707927745
2024-05-07,1075,1391.17822265625,1410.311631866643,1381.772860502106,1405.571689953147,14517472,1436.9246948242187,1451.0335774739583,-0.012715588039204029
2024-05-08,1076,1408.1278076171875,1422.42191231512,1387.2324157830615,1387.2324157830615,9439002,1432.8771484375,1450.1997477213542,0.012183618665748464
2024-05-09,1077,1383.8822021484375,1413.2895438420787,1379.7875090012217,1402.6185253372132,11009612,1427.3133178710937,1448.3186686197917,-0.017218327297845226
2024-05-10,1078,1397.0845947265625,1399.6406275450738,1377.8766636438304,1386.4879762578594,10505096,1422.0969360351562,1446.7436604817708,0.009540112993453143
2024-05-13,1079,1392.394287109375,1396.6379028351905,1373.8317248456565,1389.6149314683873,8456620,1417.1485595703125,1445.4573486328125,-0.0033572108910882026
2024-05-14,1080,1409.6416015625,1416.5901722719507,1389.7389824487905,1390.681954289976,7188300,1412.6865844726562,1443.0493408203124,0.012386803517364653
