Price,Close,High,Low,Open,Volume
2020-06-24,780.2860107421875,800.5400194053335,772.9928093188526,783.9213532874984,51586221
2020-06-25,775.7926025390625,789.8371789860777,773.6023667469223,779.9021017250843,39679374
2020-06-26,786.5179443359375,791.191964274281,775.3861571652835,780.7150021666101,30921913
2020-06-29,778.1635131835938,785.6599583746296,774.7314151012546,780.3763250508288,25621946
2020-06-30,769.560546875,786.2243018289918,765.6993848508981,784.4179786955026,30276420
2020-07-01,784.68896484375,789.8371415415186,771.3443662186169,776.7409392467646,28464103
2020-07-02,798.19775390625,801.4851428535685,786.7259244633,790.3307243392775,28789533
2020-07-03,810.6897583007812,813.0023064997346,801.6664846343106,807.0169546549783,29434266
2020-07-06,839.6640014648438,842.4752438841282,812.5941218966552,818.4434059167284,47016185
2020-07-07,826.8092651367188,845.3546275122593,819.032966945957,843.3822180562978,35189589
2020-07-08,815.2694091796875,832.0236438535034,811.6419416064408,827.0812567649883,26204095
2020-07-09,827.1719360351562,832.0463193953086,809.9415548565688,820.257139626406,36418942
2020-07-10,851.566650390625,854.5366284923592,827.1720037016764,829.0991372532924,43759967
2020-07-13,877.3895263671875,883.1480789947044,861.519399808991,863.0383906975433,69608392
2020-07-14,869.2277221679688,880.4274760561808,855.7608159923657,876.9360759259316,67331128
2020-07-15,836.127197265625,897.2497559791088,815.2694086530637,878.7270634112394,139669773
2020-07-16,835.855224609375,847.463061457531,821.8214999600007,837.4875551151266,60961724
2020-07-17,866.8245239257812,870.5879989548259,833.4066071401047,836.5806561826539,49726765
2020-07-20,870.5426635742188,876.0292010321696,861.3607145700907,869.5904907729887,36592938
2020-07-21,893.9623413085938,896.4335647635958,878.0696081666921,879.2031842537095,42173371
2020-07-22,908.67626953125,911.3968402873401,889.0426683207968,899.1541819328522,59771457
2020-07-23,933.0708618164062,943.0009721388485,902.9403320698102,908.6535486923683,58333751
2020-07-24,973.1315307617188,980.771821076851,933.0708895039387,933.1615612066566,120597372
2020-07-27,977.6885375976562,997.0047292904097,964.8564523008031,987.9361194684092,80304827
2020-07-28,987.437255859375,994.8281988813131,975.1719293046234,977.688488793748,55114422
2020-07-29,950.6866455078125,989.7497164572247,938.806733983119,987.5279599955765,72663399
2020-07-30,956.2185668945312,970.2068959629854,939.5096069794463,951.7522658851112,72857444
2020-07-31,937.2877197265625,965.3551074174673,930.8036739652497,958.7803899595893,74958061
2020-08-03,910.9434204101562,932.7081063612384,908.2681255398212,930.1235431581412,46715383
2020-08-04,975.1492919921875,982.5855710982528,906.9759241686489,916.2032692730761,92041055
2020-08-05,964.1989135742188,995.7350350128565,960.5034420662862,983.4924363615606,74549993
2020-08-06,967.6676635742188,982.9029683593162,955.7424156591269,978.0512526670176,49322975
2020-08-07,973.2674560546875,978.4139143017511,961.3649370691895,965.7178380803712,32984416
2020-08-10,961.2062377929688,981.6786719644749,955.8784359553779,979.0034370833714,26958997
2020-08-11,967.5316162109375,979.4115277857607,952.3643158271037,967.9850346750636,46828306
2020-08-12,964.7203369140625,972.6100942320181,955.2889807683499,961.727691023823,30264617
2020-08-13,962.2037963867188,969.8440862641454,956.7399270901238,964.901699164418,24830322
2020-08-14,958.4630126953125,978.0512181796919,947.331262509623,962.4304992398274,33224635
2020-08-17,948.2835693359375,954.4728728160779,938.6481413156387,954.4728728160779,30979066
2020-08-18,960.6168212890625,967.7583570068861,944.2026051100721,945.4041850307872,30547672
2020-08-19,966.5114135742188,976.6909912734272,961.8864371354927,970.7963711289713,34087543
2020-08-20,950.8680419921875,963.0426971858464,946.7644877423543,961.2742991196269,22537845
2020-08-21,943.975830078125,962.1811114690666,941.7766816436981,960.3673777103614,25280895
2020-08-24,950.278564453125,954.2460509640609,938.8294034471639,948.3061551600297,32717218
2020-08-25,944.0892333984375,957.3294607463159,942.2301636663344,954.9262408658594,19388008
2020-08-26,969.11865234375,973.9477001185352,928.1738418761494,945.404223995661,59870421
2020-08-27,957.0120239257812,974.8772272109728,953.6792992534803,973.9703303109421,28085062
2020-08-28,959.5285034179688,967.1234569866326,955.0395350457942,961.2741733617809,27166900
2020-08-31,943.4544677734375,985.7595929976718,934.2271229260566,985.7595929976718,62076132
2020-09-01,946.4243774414062,962.362446519786,935.1565603111148,952.205597527122,38616258
2020-09-02,964.992431640625,969.4360647157956,945.4042254030269,948.5782147606872,26949439
2020-09-03,957.6922607421875,969.7761846883416,953.5660384214475,964.9018008480825,18586429
2020-09-04,941.8900146484375,950.8226158672919,939.6001945341707,944.746652794342,28475945
2020-09-07,944.338623046875,954.8128835439741,926.9268380792043,944.950776960414,21926473
2020-09-08,955.4249877929688,961.7276301292338,943.3636733262639,948.5781353786673,27397082
2020-09-09,980.0236206054688,982.948262646231,943.7944599093832,945.4041824088742,55310877
2020-09-10,1049.239990234375,1063.2737150092375,986.3716977544623,989.8858259136236,140304404
2020-09-11,1051.8470458984375,1060.0541533856804,1037.0426132778334,1048.333038061574,59470807
2020-09-14,1044.0482177734375,1070.0978626809967,1034.7301409572988,1054.2277957192978,44063445
2020-09-15,1051.4390869140625,1054.5677402462597,1037.5187024549093,1048.3104335818653,27178393
2020-09-16,1054.0234375,1074.3371332294498,1047.6754600565869,1051.9602968564543,33952295
2020-09-17,1042.3251953125,1058.17259404091,1039.1964218842008,1051.9605029718427,25828669
2020-09-18,1045.4764404296875,1051.7110790333331,1032.2588818564082,1049.3532551234189,33074915
2020-09-21,1022.8729858398438,1059.2154272970997,1019.0187188937507,1042.8918823662696,33627381
2020-09-22,1002.6045532226562,1032.4629482711289,998.2515919553894,1032.4629482711289,34792254
2020-09-23,1011.5144653320312,1032.349647647501,999.9520239691242,1024.7546930361625,42988708
2020-09-24,989.0242309570312,1009.337868735385,986.6890150583746,1001.130821092991,29826318
2020-09-25,998.319580078125,1003.3526989604931,982.7215890510984,992.561027630643,28374935
2020-09-28,1004.9170532226562,1014.7792199657465,1000.7454952765087,1009.7914367963479,19666849
2020-09-29,1017.9757690429688,1026.5682312030854,1004.9169464432822,1008.8844926380805,25842539
2020-09-30,1013.1242065429688,1027.928640481229,1008.8845849148897,1024.7546512095244,24465159
2020-10-01,1008.9979248046875,1026.4776536649397,1003.8968020817645,1026.4776536649397,20783227
2020-10-05,1003.0806274414062,1019.8348626021702,1000.2693849664739,1017.4997065200467,18922799
2020-10-06,1002.2417602539062,1012.9200316663944,998.2968817912705,1008.9978810960307,18412175
2020-10-07,1023.6211547851562,1046.9728362062017,1006.6174520301325,1013.4189091449191,53170865
2020-10-08,1015.3460083007812,1028.3822254886384,1007.569709792054,1024.301278914029,21077808
2020-10-09,1012.716064453125,1021.5806624419674,1005.3024535496829,1013.4188900706193,18545499
2020-10-12,1014.348388671875,1022.8275119437076,1009.4513972409951,1013.4188838080661,14226473
2020-10-13,1034.1407470703125,1036.4305673579886,1009.2699549272937,1011.423767661742,23112012
2020-10-14,1037.2239990234375,1044.7056133384592,1028.608748631058,1033.3245163972065,26742011
2020-10-15,1000.4960327148438,1038.3575230267356,995.2815705789496,1038.3575230267356,20036197
2020-10-16,986.57568359375,1012.2851869024872,985.1473645281419,1004.3502142447803,21583600
2020-10-19,986.7570190429688,1010.5621766967382,977.2123240387696,993.0370533155368,31200385
2020-10-20,977.552490234375,994.3747895538761,975.8974318290545,988.0267509433463,18482288
2020-10-21,963.360107421875,993.9213889927784,951.1854522370077,983.0390454596967,34082321
2020-10-22,955.3568725585938,966.942040062599,948.1246658276176,964.6295521399456,30802210
2020-10-23,958.1229858398438,968.075764596618,950.573367065108,954.9262685377893,23422125
2020-10-26,920.0572509765625,953.0896904842623,915.250871932962,953.0896904842623,37324416
2020-10-27,922.5059204101562,934.0003573150689,909.129685940206,922.6872638083931,36478896
2020-10-28,912.0542602539062,933.0254473288481,910.2178586428503,925.8158484232022,29924017
2020-10-29,919.059814453125,925.9066672658702,902.7816655110513,905.5022363151312,30655304
2020-10-30,931.5745239257812,936.3809035347286,916.7473024873174,922.0524364064571,34021563
2020-11-02,851.2945556640625,919.1051761545775,842.9967754989971,919.1051761545775,99366895
2020-11-03,839.0291748046875,865.600239943717,832.0917105106013,856.9850494031045,88691623
2020-11-04,867.504638671875,874.6689020903103,832.953205081128,832.953205081128,80180117
2020-11-05,886.4581298828125,889.1560327894556,876.0292050636682,886.4354619573483,37205373
2020-11-06,920.0800170898438,924.9997362683603,896.955016187128,902.3282137896616,66674086
2020-11-09,929.8514404296875,938.1492199552745,923.1859913130511,935.0205666821017,35838510
2020-11-10,945.2000732421875,947.671296720315,925.5438649087239,941.7766770254419,36934242
2020-11-11,905.5928344726562,949.9384288213167,896.9323084725518,947.217858238175,56724780
2020-11-12,897.7938232421875,910.6939707303043,890.9923666961812,898.2473016530297,40046527
2020-11-13,905.2301635742188,923.4807818666762,898.5874420075651,898.7007816340105,45388670
2020-11-14,907.9054565429688,913.8000769836483,904.7541349819926,913.6187335697492,5226220
2020-11-17,903.8018188476562,945.4041769988106,900.0610116001939,945.4041769988106,46542562
2020-11-18,901.05859375,909.8098520291383,888.7705994600573,903.8018324500739,30402290
2020-11-19,894.6878662109375,911.6008364153229,892.4433818817643,901.0585724391551,27796343
2020-11-20,861.292724609375,899.5169641211087,859.2522514859126,895.5267495451352,57471248
2020-11-23,884.5083618164062,893.2595600473776,873.4219475565428,884.644369365096,45327567
2020-11-24,890.5617065429688,895.0733434410346,876.0292271989675,890.5390386169317,30936268
2020-11-25,883.193359375,903.6657931642695,880.654192057057,897.7938413094128,32637879
2020-11-26,885.3698120117188,890.9923565552566,875.1449593853476,885.5738832910803,25838637
2020-11-27,875.0316162109375,886.956863707273,871.2228051404243,879.8833317328676,47336811
2020-12-01,886.4127197265625,891.5591779283297,875.1449626736697,879.8152745444881,19750687
2020-12-02,887.8864135742188,889.6321436054803,877.3894853981996,888.0450890461269,22188887
2020-12-03,890.5617065429688,898.2927286508155,888.1131507545629,894.1665064634373,27785372
2020-12-04,882.7173461914062,892.806192431299,879.6566964271353,892.806192431299,18464552
2020-12-07,887.9090576171875,890.9923750186222,879.9286890581647,879.9286890581647,18242188
2020-12-08,904.028564453125,913.3239128258733,884.1909519390108,889.2467387240156,43403061
2020-12-09,919.08251953125,922.1885651259229,906.5225094998519,911.3742252800819,29175254
2020-12-10,910.03662109375,919.7853889706613,907.3160500501625,916.6567352689389,16065507
2020-12-11,909.4924926757812,924.0929759507371,895.1866924423914,912.7571538037538,26944202
2020-12-14,902.9176025390625,913.6639373326992,900.6731183081919,910.467220412345,17312747
2020-12-15,895.2320556640625,902.1921882018914,889.2240359631435,902.1921882018914,18551265
2020-12-16,896.2294921875,904.5726673464999,891.3097731763147,901.421286250231,18561011
2020-12-17,900.3330688476562,909.1296626703094,896.5015899774218,899.8343145472157,20252358
2020-12-18,903.031005859375,909.0843613071538,890.9924186751066,897.8392714360722,18466344
2020-12-21,879.5205688476562,916.8379694209409,841.2283275836958,911.3968279822237,44135540
2020-12-22,878.160400390625,888.2265790134423,856.2823129435187,883.7376098965668,28140001
2020-12-23,881.40234375,884.8484079017386,870.8826879671385,875.1223093610237,19501410
2020-12-24,904.2100219726562,906.3184389463692,882.3319351071959,882.8306894509022,20776988
2020-12-28,908.35888671875,915.0243362502358,904.7314189530317,909.900545527166,17221499
2020-12-29,902.3509521484375,912.439798429375,898.9501635431251,910.9434754302608,18611939
2020-12-30,904.8221435546875,910.1272779921743,895.7762015051192,904.7088039204003,22043630
2020-12-31,900.1970825195312,912.2583374556028,897.1591008607796,903.9152218564029,18781189
2021-01-01,901.1947021484375,905.5022677403856,898.7008105101149,901.4213814086115,10015175
2021-01-04,902.713623046875,906.3636985650919,892.3527025549105,904.6406964491767,24513534
2021-01-05,891.4912719726562,899.4263054198029,886.9115713255545,892.8061915878011,24123091
2021-01-06,867.9808349609375,891.4458559107388,863.8546128646693,891.4005200596658,46401468
2021-01-07,866.5751953125,881.9238397966232,863.8546244352824,870.814757093236,32325918
2021-01-08,876.800048828125,878.9311936650147,867.0059456976594,869.6811807226603,27540187
2021-01-11,860.2724609375,879.1125050229124,858.1186482532938,879.1125050229124,33307825
2021-01-12,887.3876953125,888.7252828199374,861.4740587259083,862.87970997784,41161546
2021-01-13,879.1124877929688,895.5040358477936,869.8852032617441,890.3349094942321,26619458
2021-01-14,888.997314453125,891.8539526683576,879.225879879633,881.9237826562116,21553242
2021-01-15,878.5003662109375,894.9825854452455,870.6106693815333,888.9972940596249,20593268
2021-01-18,899.5849609375,905.5022489944743,872.1070575050039,883.7828981720585,35100458
2021-01-19,914.298828125,920.9188817318542,904.4366615381475,904.4366615381475,32006615
2021-01-20,931.6652221679688,933.1615451092317,907.4973158868203,916.5659852036083,30924537
2021-01-21,951.93359375,961.2742782497206,940.8699070414725,944.0438963533106,39087742
2021-01-22,929.3527221679688,959.165840987856,922.8006124178714,957.1933717044934,30532660
2021-01-25,880.110107421875,922.7099765082173,876.0292211149126,922.7099765082173,54207104
2021-01-27,859.2522583007812,872.8552326609131,856.0782689298538,872.8552326609131,42370131
2021-01-28,850.8865356445312,872.0844660705677,847.9165573927713,852.5188662993975,34067814
2021-01-29,835.1976928710938,867.4593064405973,829.7791594362084,858.9347876285253,43712383
2021-02-01,859.3883666992188,863.7866041822916,837.9410296272273,843.1101565318523,34180952
2021-02-02,873.218017578125,879.6567282728388,841.092407917175,867.9808869129354,41470034
2021-02-03,875.4171142578125,885.0978176672972,861.5193971120666,874.3515418529886,30301696
2021-02-04,872.5377807617188,879.656648554206,863.7865225405493,872.4017132446297,25626981
2021-02-05,872.2883911132812,881.7651430554548,870.5880568440388,875.1450294447208,20248046
2021-02-08,884.8484497070312,892.8061507159327,874.691600163488,876.5052740367894,21183400
2021-02-09,886.9795532226562,902.1468540671391,885.2338830875444,889.6095123241837,19604141
2021-02-10,895.2093505859375,899.9477267102546,873.8980819416108,885.8913937556059,21234156
2021-02-11,932.1185913085938,935.9727980522624,894.2797692311354,897.793837177367,42539278
2021-02-12,925.7252807617188,942.2301692248576,913.8453687465834,932.027983547643,30497029
2021-02-15,921.6443481445312,934.6578356915304,918.1982839074868,928.6498762091927,15791099
2021-02-16,933.8416748046875,942.8649480322981,922.7325927047402,924.8864053509033,21421660
2021-02-17,944.6106567382812,950.3692089797069,929.8061035808391,934.0683329596526,23742994
2021-02-18,937.5597534179688,956.0143812893422,933.6602109891347,945.4041141538684,18646877
2021-02-19,943.2730712890625,954.4501576444582,931.030412526974,932.7081388605912,23403483
2021-02-22,910.5352783203125,947.6260001116775,904.5727145749872,943.1370313830363,23804335
2021-02-23,917.4954833984375,930.8490501461664,913.0291825324456,928.6272336757321,25644108
2021-02-24,934.5217895507812,936.4488628942796,918.7196681979915,920.4653981529497,10807663
2021-02-25,972.3153076171875,975.7840397521635,939.9629623775807,941.3232777095965,34855693
2021-02-26,945.7669677734375,967.57699044691,938.9201148180857,959.9140321981981,37481215
2021-03-01,952.9765014648438,957.6468737146039,935.2019693603648,956.8306484903325,17680764
2021-03-02,954.9262084960938,965.8085514456496,947.2632505723379,962.1811437745009,17150760
2021-03-03,998.5009765625,1006.572077071357,955.4703590572257,961.750393670414,31924461
2021-03-04,986.5984497070312,992.9918242849485,978.3686732860034,988.4801874020635,21435754
2021-03-05,987.890625,1002.9672532884404,976.260120871694,977.5977682721734,25511666
2021-03-08,993.5133666992188,1012.0133338386485,983.039105165261,983.2657844385993,19506841
2021-03-09,993.4905395507812,1003.8061245628406,973.3355758572837,997.5487577867862,15154484
2021-03-10,989.3642578125,1004.3955499162571,984.0591241137868,1000.7227465962088,11519358
2021-03-12,969.2546997070312,1000.4507422731192,963.0426687169551,995.2816157511662,16864952
2021-03-15,956.2411499023438,974.378367439583,943.3636702802955,970.3655452396614,16698099
2021-03-16,952.4776611328125,963.9948252863043,950.1651731263198,958.5536241227466,13873801
2021-03-17,931.9599609375,953.5659717866566,922.7779520359184,951.321487384943,19210236
2021-03-18,910.9888305664062,945.3135885679565,907.3160267693697,939.9177225056251,20647480
2021-03-19,944.0438842773438,950.3239190123003,899.0635245309819,902.7816639429236,41787429
2021-03-22,935.1566162109375,940.4164143959771,921.9164490477823,939.0561589834671,18572478
2021-03-23,946.5377807617188,956.6039587366939,932.2547090305418,934.9526119187763,17421165
2021-03-24,928.309814453125,943.0236364808284,925.1811610696235,943.0236364808284,16822814
2021-03-25,902.9856567382812,931.3477881428614,900.0610147041692,931.3477881428614,22001648
2021-03-26,904.4366455078125,913.0745041101142,894.937285828174,912.3036747318539,20180202
2021-03-30,920.1480102539062,929.0352757477536,903.0309690022071,910.4899154033928,20441701
2021-03-31,908.2681274414062,929.4887232737643,906.40905776399,915.0243084377211,16250796
2021-04-01,916.7699584960938,920.465429845356,908.2907755247039,915.0242884490825,11723312
2021-04-05,903.5071411132812,918.1982951252521,889.677488179083,918.1756272004715,14875099
2021-04-06,899.7437133789062,909.107066008566,892.8061886370579,908.6763154469585,14009194
2021-04-07,908.15478515625,928.1284651595439,903.8245518752842,906.8625335398098,24266353
2021-04-08,909.288330078125,916.8379481306634,903.6884533297169,911.850225266319,15369188
2021-04-09,898.7235107421875,909.7418622564089,897.7939458378843,906.159790104371,14037885
2021-04-12,866.5751953125,889.3601188333347,861.632807894605,888.271878488836,20901482
2021-04-13,875.9385375976562,879.9287521472845,869.6131669055775,872.4017415275625,19411189
2021-04-15,881.6063232421875,889.1786089267097,867.4139245804644,873.4445516203328,19723716
2021-04-16,876.0745239257812,884.1456245317884,873.5126286216039,878.1149969863354,15656948
2021-04-19,862.2902221679688,868.9556716698464,856.985088064207,863.3331266419872,18478808
2021-04-20,862.0408325195312,870.1345408290238,857.1891171314771,866.2803940149797,17203668
2021-04-22,864.4213256835938,868.0714611843059,850.9544197704057,858.0052836359382,14490954
